student_id,first_name,last_name,gender,birth_date,email_address,admitted,enrolled,parent_alum,parent_highest_ed,first_gen_hed_student,high_school_gpa,was_hs_athlete_ind,home_state,admit_type,private_hs_ind,multiple_majors_ind,secondary_class_percentile,department_id,admit_semester_id,first_yr_gpa,cumulative_gpa,enroll_status,planned_grad_sem_id,Address
101020,Alejandro,Rosalez_068,M,,Alejandro.Rosalez_068@example.com,0,0,0,4,0,3.34,0,Iowa,Regular,0,1,83,20,31,0,0,declined,0,17A;HOLLAND GROVE DRIVE;NIL;SINGAPORE;278865
101021,Jane,Doe_215,M,,Jane.Doe_215@example.com,1,1,0,0,1,3.38,1,Idaho,Regular,0,0,84,20,31,0,0,enrolled,38,17A;JALAN ARIF;NIL;SINGAPORE;548825
101022,Carlos,Salazar_223,M,,Carlos.Salazar_223@example.com,0,0,0,7,0,3.36,0,Georgia,Regular,1,1,84,29,31,0,0,declined,0,17A;JALAN ARUAN;NIL;SINGAPORE;229131
101023,Diego,Ramirez_028,M,,Diego.Ramirez_028@example.com,1,1,0,2,1,2.89,1,Wyoming,Regular,0,0,72,11,31,0,0,enrolled,38,17A;JALAN GRISEK;NIL;SINGAPORE;419453
101024,Jorge,Souza_243,M,,Jorge.Souza_243@example.com,1,1,0,2,1,3.29,1,West Virginia,Regular,0,0,82,28,31,0,0,enrolled,38,17A;JALAN TELITI;NIL;SINGAPORE;537343
101025,John,Doe_384,M,,John.Doe_384@example.com,1,1,0,2,1,3.85,0,Oregon,Early Decision,0,0,96,24,31,0,0,enrolled,38,17A;MERRYN ROAD;NIL;SINGAPORE;298536
101026,Carlos,Salazar_087,M,,Carlos.Salazar_087@example.com,1,1,0,4,0,3.32,1,Wisconsin,Regular,0,0,82,29,31,0,0,enrolled,38,17A;SIGLAP ROAD;NIL;SINGAPORE;454993
101027,Mateo,Jackson_135,M,,Mateo.Jackson_135@example.com,1,1,0,4,0,3.07,0,Ohio,Regular,0,0,76,21,31,0,0,enrolled,38,17B;DIX ROAD;NIL;SINGAPORE;549701
101028,Richard,Roe_337,M,,Richard.Roe_337@example.com,1,1,0,1,1,3.11,1,Puerto Rico,Regular,0,0,77,2,31,0,0,enrolled,38,17B;JALAN SELAMAT;NIL;SINGAPORE;418539
101029,Marcia,Oliveira_037,F,,Marcia.Oliveira_037@example.com,1,1,0,8,0,3.7,1,California,Regular,0,0,92,2,31,0,0,enrolled,38,17B;LEEDON PARK;NIL;SINGAPORE;267895
101030,Martha,Rivera_150,F,,Martha.Rivera_150@example.com,1,1,0,6,0,3.47,0,Indiana,Regular,0,0,86,20,31,0,0,enrolled,38,17C;JALAN HOCK CHYE;NIL;SINGAPORE;538197
101031,Martha,Rivera_243,F,,Martha.Rivera_243@example.com,0,0,0,7,0,2.81,0,Massachusetts,Regular,0,1,70,31,31,0,0,declined,0,17C;JANSEN ROAD;NIL;SINGAPORE;548407
101032,Martha,Rivera_170,M,,Martha.Rivera_170@example.com,1,0,0,1,1,3.56,1,Hawaii,Regular,0,0,89,15,31,0,0,admitted,0,17C;TUAS ROAD;NIL;SINGAPORE;637816
101033,John,Doe_145,M,,John.Doe_145@example.com,1,1,0,0,1,3.18,1,Nevada,Regular,0,0,79,7,31,0,0,enrolled,38,17D;JALAN HOCK CHYE;NIL;SINGAPORE;538198
101034,John,Doe_226,M,,John.Doe_226@example.com,1,1,0,2,1,3.36,1,Maine,Regular,0,0,83,37,31,0,0,enrolled,38,17E;SERANGOON GARDEN WAY;NIL;SINGAPORE;555933
101035,Jorge,Souza_225,F,,Jorge.Souza_225@example.com,1,1,0,1,1,3.02,0,Minnesota,Regular,0,0,75,25,31,0,0,enrolled,38,17G;LIMAU GARDEN;NIL;SINGAPORE;467946
101036,John,Stiles_007,F,,John.Stiles_007@example.com,1,1,0,2,1,2.79,0,South Carolina,Regular,0,0,69,25,31,0,0,enrolled,38,17H;LIMAU GARDEN;NIL;SINGAPORE;467947
101037,Mateo,Jackson_117,M,,Mateo.Jackson_117@example.com,1,1,0,8,0,3.55,0,Arkansas,Regular,0,0,88,8,31,0,0,enrolled,38,17J;LIM TUA TOW ROAD;NIL;SINGAPORE;547761
101038,Richard,Roe_012,M,,Richard.Roe_012@example.com,1,1,0,6,0,3.19,1,Idaho,Regular,0,0,79,15,31,0,0,enrolled,38,17M;NALLUR ROAD;NIL;SINGAPORE;456630
101039,Alejandro,Rosalez_075,F,,Alejandro.Rosalez_075@example.com,1,1,1,3,1,3.55,1,Rhode Island,Regular,0,0,88,22,31,0,0,enrolled,38,17N;JALAN HOCK CHYE;NIL;SINGAPORE;538204
101040,Jorge,Souza_237,M,,Jorge.Souza_237@example.com,0,0,0,0,1,2.87,0,Georgia,Regular,0,1,71,19,31,0,0,declined,0,17S;JALAN HOCK CHYE;NIL;SINGAPORE;538208
101041,Martha,Rivera_213,F,,Martha.Rivera_213@example.com,0,0,0,5,0,3.07,0,Kentucky,Regular,1,1,76,27,31,0,0,declined,0,17S;LIMAU GARDEN;NIL;SINGAPORE;466319
101042,Jorge,Souza_197,F,,Jorge.Souza_197@example.com,1,1,0,6,0,3.17,0,Iowa,Regular,0,0,79,3,31,0,0,enrolled,38,17V;LIMAU GARDEN;NIL;SINGAPORE;466316
101043,Mateo,Jackson_434,F,,Mateo.Jackson_434@example.com,1,1,0,6,0,2.63,1,Puerto Rico,Regular,0,0,65,14,31,0,0,enrolled,38,17Y;JALAN HOCK CHYE;NIL;SINGAPORE;538211
101044,Mateo,Jackson_257,M,,Mateo.Jackson_257@example.com,1,1,0,8,0,2.98,0,Kentucky,Regular,0,0,74,14,31,0,0,enrolled,38,18;ASTRID HILL;NIL;SINGAPORE;269941
101045,Ana,Silva_189,F,,Ana.Silva_189@example.com,0,0,0,7,0,2.96,0,Ohio,Regular,1,1,74,3,31,0,0,declined,0,18;AYER RAJAH CRESCENT;NIL;SINGAPORE;139942
101046,Maria,Garcia_057,F,,Maria.Garcia_057@example.com,1,1,0,8,0,3.84,1,North Carolina,Regular,0,0,95,16,31,0,0,enrolled,38,18;BERWICK DRIVE;NIL;SINGAPORE;559909
101047,Jane,Doe_098,M,,Jane.Doe_098@example.com,1,1,0,7,0,3.01,0,Kansas,Regular,0,0,75,12,31,0,0,enrolled,38,18;BISHOPSGATE;NIL;SINGAPORE;249981
101048,Marcia,Oliveira_301,M,,Marcia.Oliveira_301@example.com,0,0,0,5,0,2.72,0,Idaho,Regular,0,1,68,33,31,0,0,declined,0,18;BRIGHTON AVENUE;NIL;SINGAPORE;559253
101049,Alejandro,Rosalez_283,M,,Alejandro.Rosalez_283@example.com,1,1,0,5,0,3.03,1,American Samoa,Regular,0,0,75,16,31,0,0,enrolled,38,18;BUKIT SEDAP ROAD;NIL;SINGAPORE;279917
101050,Nikki,Wolf_314,F,,Nikki.Wolf_314@example.com,1,1,0,0,1,2.92,0,Minnesota,Regular,0,0,73,9,31,0,0,enrolled,38,18;BUNGA RAMPAI PLACE;NIL;SINGAPORE;539713
101051,Marcia,Oliveira_162,F,,Marcia.Oliveira_162@example.com,0,0,0,8,0,3.45,0,Guam,Regular,0,1,86,36,31,0,0,declined,0,18;CARPENTER STREET;NIL;SINGAPORE;59907
101052,Jorge,Souza_303,F,,Jorge.Souza_303@example.com,1,1,0,5,0,3.09,0,Colorado,Regular,0,0,77,34,31,0,0,enrolled,38,18;CHEOW KENG ROAD;NIL;SINGAPORE;429475
101053,John,Stiles_217,F,,John.Stiles_217@example.com,0,0,0,4,0,3.37,0,Minnesota,Regular,0,1,84,19,31,0,0,declined,0,18;CHESTNUT LANE;NIL;SINGAPORE;679191
101054,Paulo,Santos_075,F,,Paulo.Santos_075@example.com,1,1,0,2,1,2.68,1,Iowa,Regular,0,0,67,23,31,0,0,enrolled,38,18;CHIKU ROAD;NIL;SINGAPORE;429430
101055,Nikki,Wolf_356,M,,Nikki.Wolf_356@example.com,1,1,0,7,0,3.04,0,Puerto Rico,Regular,0,0,76,27,31,0,0,enrolled,38,18;CHUAN LINK;NIL;SINGAPORE;554711
101056,Paulo,Santos_274,M,,Paulo.Santos_274@example.com,1,1,0,3,1,3.46,1,Virgin Islands,Regular,0,0,86,28,31,0,0,enrolled,38,18;CORONATION ROAD;NIL;SINGAPORE;269424
101057,Marcia,Oliveira_315,F,,Marcia.Oliveira_315@example.com,1,1,0,8,0,2.93,0,Connecticut,Regular,0,0,73,9,31,0,0,enrolled,38,18;CORONATION ROAD WEST;NIL;SINGAPORE;269245
101058,John,Doe_367,F,,John.Doe_367@example.com,1,1,0,4,0,3.31,1,Maine,Regular,0,0,82,29,31,0,0,enrolled,38,18;COUNTRYSIDE LINK;NIL;SINGAPORE;789934
101059,Martha,Rivera_208,F,,Martha.Rivera_208@example.com,1,1,0,6,0,3.13,1,Delaware,Regular,0,0,78,6,31,0,0,enrolled,38,18;COVE GROVE;NIL;SINGAPORE;98215
101060,Diego,Ramirez_060,M,,Diego.Ramirez_060@example.com,1,1,0,0,1,3.08,0,South Dakota,Regular,0,0,77,3,31,0,0,enrolled,38,18;COVE WAY;NIL;SINGAPORE;98289
101061,Ana,Silva_121,M,,Ana.Silva_121@example.com,0,0,0,3,1,3.35,0,Missouri,Regular,0,1,83,23,31,0,0,declined,0,18;DUKU ROAD;NIL;SINGAPORE;429168
101062,John,Doe_380,F,,John.Doe_380@example.com,1,1,0,5,0,3.47,1,Maryland,Regular,0,0,86,30,31,0,0,enrolled,38,18;EAST COAST DRIVE;NIL;SINGAPORE;459156
101063,John,Stiles_384,F,,John.Stiles_384@example.com,1,1,0,2,1,3.57,1,Kansas,Regular,0,0,89,23,31,0,0,enrolled,38,18;ENTERPRISE ROAD;NIL;SINGAPORE;629824
101064,Mateo,Jackson_065,M,,Mateo.Jackson_065@example.com,0,0,0,5,0,3.36,0,Ohio,Regular,1,1,83,20,31,0,0,declined,0,18;EVERTON ROAD;NIL;SINGAPORE;89374
101065,John,Doe_013,F,,John.Doe_013@example.com,1,1,0,7,0,3.34,1,Delaware,Regular,0,0,83,34,31,0,0,enrolled,38,18;GEMMILL LANE;NIL;SINGAPORE;69255
101066,John,Doe_341,F,,John.Doe_341@example.com,1,1,0,1,1,3.52,0,Oregon,Regular,0,0,87,16,31,0,0,enrolled,38,18;GHIM MOH ROAD;NIL;SINGAPORE;270018
101067,Marcia,Oliveira_387,M,,Marcia.Oliveira_387@example.com,1,1,0,3,1,3.16,1,Hawaii,Regular,0,0,79,10,31,0,0,enrolled,38,18;HONG LEE PLACE;NIL;SINGAPORE;548861
101068,Mary,Major_439,M,,Mary.Major_439@example.com,0,0,0,1,1,3.86,0,Montana,Early Decision,1,1,96,26,31,0,0,declined,0,18;JALAN BESUT;NIL;SINGAPORE;619571
101069,John,Doe_314,M,,John.Doe_314@example.com,1,1,0,5,0,3.15,0,Indiana,Regular,0,0,78,16,31,0,0,enrolled,38,18;JALAN HAJI SALAM;NIL;SINGAPORE;468785
101070,Carlos,Salazar_302,F,,Carlos.Salazar_302@example.com,1,1,0,4,0,3.05,1,Indiana,Regular,0,0,76,6,31,0,0,enrolled,38,18;JALAN JAMBU AYER;NIL;SINGAPORE;588778
101071,Mary,Major_330,M,,Mary.Major_330@example.com,0,0,0,7,0,3,0,Illinois,Regular,0,1,74,11,31,0,0,declined,0,18;JALAN KELABU ASAP;NIL;SINGAPORE;278211
101072,Martha,Rivera_328,F,,Martha.Rivera_328@example.com,1,1,0,2,1,3.84,1,West Virginia,Regular,0,0,96,31,31,0,0,enrolled,38,18;JALAN PELATOK;NIL;SINGAPORE;488397
101073,Carlos,Salazar_156,M,,Carlos.Salazar_156@example.com,1,1,0,1,1,2.82,1,of Columbia,Regular,0,0,70,15,31,0,0,enrolled,38,18;JALAN SEGAM;NIL;SINGAPORE;488263
101074,John,Stiles_012,F,,John.Stiles_012@example.com,1,1,0,8,0,3.21,1,Vermont,Regular,0,0,80,20,31,0,0,enrolled,38,18;JALAN SIANTAN;NIL;SINGAPORE;268257
101075,Mary,Major_414,F,,Mary.Major_414@example.com,1,1,0,0,1,2.91,1,Maryland,Regular,0,0,72,9,31,0,0,enrolled,38,18;JALAN SULTAN;NIL;SINGAPORE;190018
101076,Shirley,Rodriguez_262,M,,Shirley.Rodriguez_262@example.com,1,1,0,6,0,2.92,1,Hawaii,Regular,0,0,73,10,31,0,0,enrolled,38,18;JALAN TENTERAM;NIL;SINGAPORE;321018
101077,Alejandro,Rosalez_326,F,,Alejandro.Rosalez_326@example.com,1,1,1,5,0,3.31,1,California,Regular,0,0,82,26,31,0,0,enrolled,38,18;JERVOIS HILL;NIL;SINGAPORE;247723
101078,Alejandro,Rosalez_189,M,,Alejandro.Rosalez_189@example.com,1,1,0,8,0,2.56,1,Vermont,Regular,0,0,63,24,31,0,0,enrolled,38,18;JOO CHIAT LANE;NIL;SINGAPORE;428119
101079,Paulo,Santos_276,F,,Paulo.Santos_276@example.com,0,0,0,4,0,3.17,0,Delaware,Regular,1,1,79,2,31,0,0,declined,0,18;JUBILEE ROAD;NIL;SINGAPORE;128553
101080,Paulo,Santos_436,F,,Paulo.Santos_436@example.com,0,0,0,1,1,3.33,0,Minnesota,Regular,0,1,83,31,31,0,0,declined,0,18;KEW AVENUE;NIL;SINGAPORE;466297
101081,Diego,Ramirez_407,F,,Diego.Ramirez_407@example.com,0,0,0,5,0,3.42,0,Montana,Regular,1,1,85,28,31,0,0,declined,0,18;LEEDON ROAD;NIL;SINGAPORE;267838
101082,Mary,Major_407,M,,Mary.Major_407@example.com,1,1,0,5,0,2.89,1,Virginia,Regular,0,0,72,9,31,0,0,enrolled,38,18;LENGKONG TIGA;NIL;SINGAPORE;417428
101083,Martha,Rivera_141,M,,Martha.Rivera_141@example.com,1,1,0,2,1,3.01,0,Arizona,Regular,0,0,75,25,31,0,0,enrolled,38,18;LORONG 107 CHANGI;NIL;SINGAPORE;426439
101084,Nikki,Wolf_228,F,,Nikki.Wolf_228@example.com,1,1,0,6,0,3.13,0,West Virginia,Regular,0,0,78,3,31,0,0,enrolled,38,18;LORONG MYDIN;NIL;SINGAPORE;416817
101085,Diego,Ramirez_052,M,,Diego.Ramirez_052@example.com,1,1,0,2,1,2.81,1,Utah,Regular,0,0,70,32,31,0,0,enrolled,38,18;LOYANG LANE;NIL;SINGAPORE;508918
101086,Mateo,Jackson_355,M,,Mateo.Jackson_355@example.com,1,1,0,6,0,2.8,1,Idaho,Regular,0,0,69,16,31,0,0,enrolled,38,18;LOYANG VIEW;NIL;SINGAPORE;507252
101087,Mateo,Jackson_100,F,,Mateo.Jackson_100@example.com,1,1,0,7,0,3.75,0,Colorado,Regular,0,0,93,5,31,0,0,enrolled,38,18;MAIDA VALE;NIL;SINGAPORE;798692
101088,Diego,Ramirez_043,M,,Diego.Ramirez_043@example.com,1,1,0,2,1,2.96,1,Idaho,Regular,0,0,74,11,31,0,0,enrolled,38,18;MARINA GARDENS DRIVE;NIL;SINGAPORE;18953
101089,John,Stiles_332,F,,John.Stiles_332@example.com,1,1,0,2,1,3.51,1,Illinois,Regular,0,0,87,28,31,0,0,enrolled,38,18;MARSILING LANE;NIL;SINGAPORE;730018
101090,Mary,Major_113,M,,Mary.Major_113@example.com,1,0,0,3,1,2.79,1,Colorado,Regular,0,0,69,3,31,0,0,admitted,0,18;NASSIM HILL;NIL;SINGAPORE;258485
101091,Shirley,Rodriguez_217,M,,Shirley.Rodriguez_217@example.com,1,1,1,2,1,3.01,0,Illinois,Regular,0,0,75,18,31,0,0,enrolled,38,18;NEW INDUSTRIAL ROAD;NIL;SINGAPORE;536205
101092,Diego,Ramirez_334,F,,Diego.Ramirez_334@example.com,1,1,0,0,1,2.95,1,California,Regular,0,0,73,15,31,0,0,enrolled,38,18;NIM DRIVE;NIL;SINGAPORE;807661
101093,Mateo,Jackson_431,F,,Mateo.Jackson_431@example.com,1,1,0,2,1,3.17,1,Washington,Regular,0,0,79,19,31,0,0,enrolled,38,18;PALM DRIVE;NIL;SINGAPORE;456502
101094,Alejandro,Rosalez_071,F,,Alejandro.Rosalez_071@example.com,1,1,1,3,1,3.06,1,Nebraska,Regular,0,0,76,1,31,0,0,enrolled,38,18;PARBURY AVENUE;NIL;SINGAPORE;467293
101095,Diego,Ramirez_294,F,,Diego.Ramirez_294@example.com,1,1,0,1,1,3.33,0,Mississippi,Regular,0,0,83,14,31,0,0,enrolled,38,18;PENAGA PLACE;NIL;SINGAPORE;757331
101096,Martha,Rivera_371,M,,Martha.Rivera_371@example.com,0,0,0,0,1,3.36,0,Wyoming,Regular,0,1,84,3,31,0,0,declined,0,18;PIONEER ROAD;NIL;SINGAPORE;628498
101097,Alejandro,Rosalez_130,M,,Alejandro.Rosalez_130@example.com,1,1,0,5,0,3.42,1,Maine,Regular,0,0,85,35,31,0,0,enrolled,38,18;RIDLEY PARK;NIL;SINGAPORE;248490
101098,Nikki,Wolf_176,M,,Nikki.Wolf_176@example.com,1,1,0,7,0,3.28,1,of Columbia,Regular,0,0,81,19,31,0,0,enrolled,38,18;RINGWOOD ROAD;NIL;SINGAPORE;437414
101099,Jane,Doe_092,F,,Jane.Doe_092@example.com,1,1,0,2,1,3.58,0,Massachusetts,Regular,0,0,89,24,31,0,0,enrolled,38,18;ROBIN CLOSE;NIL;SINGAPORE;258299
101100,Alejandro,Rosalez_322,M,,Alejandro.Rosalez_322@example.com,1,1,0,7,0,2.6,1,Alaska,Regular,0,0,64,17,31,0,0,enrolled,38,18;ROBIN ROAD;NIL;SINGAPORE;258199
101101,John,Stiles_334,M,,John.Stiles_334@example.com,1,1,0,1,1,4.26,1,Minnesota,Early Action,0,0,100,5,31,0,0,enrolled,38,18;SHELFORD ROAD;18 SHELFORD;SINGAPORE;288407
101102,Jorge,Souza_266,F,,Jorge.Souza_266@example.com,0,0,0,2,1,2.85,0,North Dakota,Regular,0,1,71,23,31,0,0,declined,0,18;SOMMERVILLE WALK;NIL;SINGAPORE;358187
101103,Alejandro,Rosalez_055,M,,Alejandro.Rosalez_055@example.com,1,1,1,4,0,3.07,1,Oklahoma,Regular,0,0,76,6,31,0,0,enrolled,38,18;SOUTH BUONA VISTA ROAD;NIL;SINGAPORE;118150
101104,Maria,Garcia_274,M,,Maria.Garcia_274@example.com,1,1,0,6,0,3.88,1,Maine,Early Decision,0,0,96,32,31,0,0,enrolled,38,18;SPRINGSIDE GREEN;NIL;SINGAPORE;786915
101105,Alejandro,Rosalez_005,M,,Alejandro.Rosalez_005@example.com,0,0,0,1,1,3.5,0,North Carolina,Regular,0,1,87,21,31,0,0,declined,0,18;SWETTENHAM ROAD;NIL;SINGAPORE;248122
101106,Maria,Garcia_143,F,,Maria.Garcia_143@example.com,1,1,1,5,0,3.08,1,Puerto Rico,Regular,0,0,76,30,31,0,0,enrolled,38,18;TAI SENG STREET;18 TAI SENG;SINGAPORE;539775
101107,Mary,Major_178,F,,Mary.Major_178@example.com,1,1,0,5,0,3.06,0,Maine,Regular,0,0,76,21,31,0,0,enrolled,38,18;TEBAN GARDENS CRESCENT;NIL;SINGAPORE;608925
101108,Jorge,Souza_396,F,,Jorge.Souza_396@example.com,1,0,0,1,1,2.4,1,Arizona,Regular,0,0,60,14,31,0,0,admitted,0,18;TEOW HOCK AVENUE;NIL;SINGAPORE;545704
101109,Martha,Rivera_360,M,,Martha.Rivera_360@example.com,1,1,0,5,0,3.4,0,of Columbia,Regular,0,0,85,37,31,0,0,enrolled,38,18;TRACTOR ROAD;NIL;SINGAPORE;627976
101110,Alejandro,Rosalez_201,F,,Alejandro.Rosalez_201@example.com,1,1,0,6,0,2.95,1,Michigan,Regular,0,0,73,37,31,0,0,enrolled,38,18;TUAS AVENUE 20;NIL;SINGAPORE;638829
101111,Marcia,Oliveira_391,F,,Marcia.Oliveira_391@example.com,1,1,0,5,0,3.68,1,Guam,Regular,0,0,91,35,31,0,0,enrolled,38,18;TUAS AVENUE 8;NIL;SINGAPORE;639233
101112,Mateo,Jackson_080,M,,Mateo.Jackson_080@example.com,1,1,0,7,0,3.16,1,Maryland,Regular,0,0,79,37,31,0,0,enrolled,38,18;WOODLANDS LOOP;NIL;SINGAPORE;738100
101113,John,Doe_093,F,,John.Doe_093@example.com,1,1,0,4,0,3.02,0,Tennessee,Regular,0,0,75,37,31,0,0,enrolled,38,18;WOODLANDS TERRACE;NIL;SINGAPORE;738443
101114,Martha,Rivera_019,F,,Martha.Rivera_019@example.com,0,0,0,7,0,3.28,0,Florida,Regular,1,1,81,11,31,0,0,declined,0,18;WOODSVILLE CLOSE;18 WOODSVILLE;SINGAPORE;357799
101115,Alejandro,Rosalez_179,F,,Alejandro.Rosalez_179@example.com,1,1,1,8,0,2.56,1,Hawaii,Regular,0,0,63,15,31,0,0,enrolled,38,180;CORONATION ROAD WEST;NIL;SINGAPORE;269388
101116,Shirley,Rodriguez_021,F,,Shirley.Rodriguez_021@example.com,1,1,0,4,0,3.23,1,Virgin Islands,Regular,0,0,80,10,31,0,0,enrolled,38,181;COUNTRYSIDE ROAD;NIL;SINGAPORE;786899
101117,Martha,Rivera_129,F,,Martha.Rivera_129@example.com,0,0,0,2,1,2.71,0,Kentucky,Regular,0,1,67,24,31,0,0,declined,0,181;EDGEFIELD PLAINS;NIL;SINGAPORE;820181
101118,Paulo,Santos_119,F,,Paulo.Santos_119@example.com,0,0,0,5,0,3.09,0,Ohio,Regular,1,1,77,13,31,0,0,declined,0,181;LORONG 4 TOA PAYOH;NIL;SINGAPORE;310181
101119,Jane,Doe_411,F,,Jane.Doe_411@example.com,0,0,0,5,0,3.37,0,Nebraska,Regular,1,1,84,23,31,0,0,declined,0,182;CLEMENCEAU AVENUE;NIL;SINGAPORE;239923
101120,Richard,Roe_253,M,,Richard.Roe_253@example.com,1,0,0,3,1,3.23,0,Pennsylvania,Regular,0,0,80,10,31,0,0,admitted,0,182;EDGEFIELD PLAINS;NIL;SINGAPORE;820182
101121,Carlos,Salazar_253,M,,Carlos.Salazar_253@example.com,1,1,0,3,1,3.36,0,North Carolina,Regular,0,0,84,18,31,0,0,enrolled,38,182;YUNNAN CRESCENT;NIL;SINGAPORE;638012
101122,Diego,Ramirez_425,F,,Diego.Ramirez_425@example.com,0,0,0,0,1,3.23,0,Missouri,Regular,0,1,80,18,31,0,0,declined,0,183;EDGEFIELD PLAINS;NIL;SINGAPORE;820183
101123,Paulo,Santos_324,M,,Paulo.Santos_324@example.com,1,1,0,5,0,3.21,1,South Dakota,Regular,0,0,80,7,31,0,0,enrolled,38,183;ONAN ROAD;NIL;SINGAPORE;424570
101124,Paulo,Santos_397,M,,Paulo.Santos_397@example.com,0,0,0,8,0,3.01,0,Massachusetts,Regular,1,1,75,33,31,0,0,declined,0,184;EDGEFIELD PLAINS;NIL;SINGAPORE;820184
101125,Mary,Major_129,F,,Mary.Major_129@example.com,1,1,0,2,1,3.56,1,Virginia,Regular,0,0,89,36,31,0,0,enrolled,38,184;JOO CHIAT PLACE;NIL;SINGAPORE;427896
101126,Richard,Roe_103,M,,Richard.Roe_103@example.com,1,0,0,4,0,2.96,0,Massachusetts,Regular,0,0,73,31,31,0,0,admitted,0,185;COUNTRYSIDE ROAD;NIL;SINGAPORE;786901
101127,John,Stiles_270,F,,John.Stiles_270@example.com,1,1,0,8,0,3.58,1,Minnesota,Regular,0,0,89,21,31,0,0,enrolled,38,185;EDGEFIELD PLAINS;NIL;SINGAPORE;820185
101128,Paulo,Santos_204,F,,Paulo.Santos_204@example.com,1,1,1,4,0,3.44,1,Ohio,Regular,0,0,85,9,31,0,0,enrolled,38,186;BUKIT TIMAH ROAD;NIL;SINGAPORE;229855
101129,Mateo,Jackson_306,F,,Mateo.Jackson_306@example.com,1,1,0,3,1,2.99,1,Indiana,Regular,0,0,74,1,31,0,0,enrolled,38,186;HOLLAND ROAD;NIL;SINGAPORE;278583
101130,Jorge,Souza_118,M,,Jorge.Souza_118@example.com,1,1,1,0,1,2.84,1,Illinois,Regular,0,0,70,37,31,0,0,enrolled,38,186;WOODLANDS INDUSTRIAL PARK E5;NIL;SINGAPORE;757515
101131,Marcia,Oliveira_066,M,,Marcia.Oliveira_066@example.com,1,1,0,0,1,3.48,1,American Samoa,Regular,0,0,86,33,31,0,0,enrolled,38,187;JOO CHIAT PLACE;NIL;SINGAPORE;427899
101132,Jorge,Souza_252,F,,Jorge.Souza_252@example.com,1,1,0,8,0,2.74,0,Maine,Regular,0,0,68,2,31,0,0,enrolled,38,188;PUNGGOL CENTRAL;NIL;SINGAPORE;820188
101133,Jorge,Souza_047,F,,Jorge.Souza_047@example.com,1,1,0,5,0,2.55,0,Maine,Regular,0,0,63,11,31,0,0,enrolled,38,189;HAIG ROAD;NIL;SINGAPORE;438783
101134,Nikki,Wolf_124,F,,Nikki.Wolf_124@example.com,1,1,0,4,0,3.11,0,Alabama,Regular,0,0,77,17,31,0,0,enrolled,38,189;TELOK KURAU ROAD;NIL;SINGAPORE;423828
101135,Jane,Doe_311,F,,Jane.Doe_311@example.com,0,0,0,1,1,3.41,0,North Dakota,Regular,1,1,85,2,31,0,0,declined,0,18A;CORONATION ROAD;NIL;SINGAPORE;269543
101136,Alejandro,Rosalez_154,M,,Alejandro.Rosalez_154@example.com,1,1,0,0,1,3.74,1,Maryland,Regular,0,0,93,16,31,0,0,enrolled,38,18A;JALAN GRISEK;NIL;SINGAPORE;419455
101137,Alejandro,Rosalez_211,F,,Alejandro.Rosalez_211@example.com,1,1,0,3,1,3.1,1,Tennessee,Regular,0,0,77,36,31,0,0,enrolled,38,18A;JALAN PUNAI;NIL;SINGAPORE;415876
101138,Ana,Silva_219,F,,Ana.Silva_219@example.com,1,1,1,0,1,3.65,1,Michigan,Regular,0,0,91,3,31,0,0,enrolled,38,18A;NERAM ROAD;NIL;SINGAPORE;807793
101139,Maria,Garcia_117,F,,Maria.Garcia_117@example.com,1,1,1,8,0,3.32,1,North Carolina,Regular,0,0,83,16,31,0,0,enrolled,38,18A;POH HUAT ROAD;NIL;SINGAPORE;546716
101140,Nikki,Wolf_339,F,,Nikki.Wolf_339@example.com,1,1,1,0,1,3.25,0,Iowa,Regular,0,0,81,6,31,0,0,enrolled,38,18A;SANDILANDS ROAD;NIL;SINGAPORE;546084
101141,John,Doe_158,M,,John.Doe_158@example.com,1,1,0,7,0,3.03,1,Wyoming,Regular,0,0,75,5,31,0,0,enrolled,38,18B;FORT ROAD;NIL;SINGAPORE;439084
101142,Alejandro,Rosalez_262,M,,Alejandro.Rosalez_262@example.com,1,1,0,3,1,3.55,1,Minnesota,Regular,0,0,88,13,31,0,0,enrolled,38,18B;LORONG 7 GEYLANG;NIL;SINGAPORE;388800
101143,John,Stiles_182,M,,John.Stiles_182@example.com,1,1,1,4,0,3.26,1,Connecticut,Regular,0,0,81,7,31,0,0,enrolled,38,18C;EAST COAST AVENUE;NIL;SINGAPORE;459205
101144,Nikki,Wolf_380,F,,Nikki.Wolf_380@example.com,0,0,0,0,1,3.3,0,Michigan,Regular,1,1,82,36,31,0,0,declined,0,18E;LOWLAND ROAD;NIL;SINGAPORE;547385
101145,Mary,Major_219,M,,Mary.Major_219@example.com,1,1,0,7,0,3.57,1,Virgin Islands,Regular,0,0,89,7,31,0,0,enrolled,38,19;BALMORAL ROAD;NIL;SINGAPORE;259804
101146,Diego,Ramirez_392,M,,Diego.Ramirez_392@example.com,1,1,0,8,0,3.09,1,Indiana,Regular,0,0,77,32,31,0,0,enrolled,38,19;BEDOK AVENUE;NIL;SINGAPORE;469930
101147,Mateo,Jackson_173,M,,Mateo.Jackson_173@example.com,1,1,1,4,0,2.97,1,Massachusetts,Regular,0,0,74,28,31,0,0,enrolled,38,19;BIN TONG PARK;NIL;SINGAPORE;269800
